,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
33,1753.5800000000002,1782.98,1810.0500000000002,1853.8300000000002,2106.0,inf,750.77,956.72,1025.54,inf,inf,inf,inf,1740.2400000000002,1757.1100000000001,1875.52,1764.69,1782.0600000000002,1821.44,inf,inf,inf,inf,inf,inf,inf,1795.8600000000001,1862.98,inf,inf,inf,inf,inf,0.0,203.4,inf,802.7900000000001,876.4200000000001,inf,inf,inf,inf,270.3,1013.8,inf,605.49,418.64000000000004,391.09000000000003,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1434.6900000000003,1644.7900000000002,inf,inf,1467.96,1733.56,inf,1139.0900000000001,inf,846.77,1047.1100000000001,inf,inf,inf,628.28,446.22,487.55000000000007,556.4300000000001,655.1300000000001,370.45000000000005,494.83000000000004,inf,inf,inf,1496.1100000000001,inf,577.11
34,1550.18,1579.58,1606.65,1650.43,1902.6000000000001,inf,1455.53,1661.48,1730.3,inf,inf,inf,inf,2445.0,2461.87,2580.2799999999997,2469.45,2486.8199999999997,2526.2,inf,inf,inf,inf,inf,inf,inf,2500.62,2567.74,inf,inf,inf,inf,inf,2468.7400000000002,0.0,inf,599.3900000000001,673.02,inf,inf,inf,inf,975.06,810.3999999999999,inf,402.09000000000003,215.24,187.69,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1231.2900000000002,1441.39,inf,inf,1264.56,1530.1599999999999,inf,935.69,inf,643.37,843.71,inf,inf,inf,424.88,242.82,284.15,353.03,451.73,167.05,1199.59,inf,inf,inf,2200.87,inf,373.71000000000004
35,1248.6799999999998,1278.08,1305.15,1348.9299999999998,1601.1,inf,908.5799999999999,1114.53,1183.35,inf,inf,inf,inf,1898.0500000000002,1914.92,2033.33,1922.5,1939.8700000000001,1979.25,inf,inf,inf,inf,inf,inf,inf,1953.67,2020.79,inf,inf,inf,inf,inf,2167.24,489.08,0.0,297.89,126.07,inf,inf,inf,inf,428.11,263.45,inf,891.1700000000001,704.3199999999999,676.77,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1720.3700000000003,1930.4700000000003,inf,inf,1753.6399999999999,2019.2399999999998,inf,1424.77,inf,1132.45,1332.79,inf,inf,inf,913.96,731.9,773.23,842.11,940.81,656.13,652.64,inf,inf,inf,1653.92,inf,862.79
36,950.79,980.1899999999999,1007.26,1051.04,1303.21,inf,2620.1200000000003,2826.07,2894.8900000000003,inf,inf,inf,inf,3609.59,3626.46,3744.87,3634.04,3651.41,3690.79,inf,inf,inf,inf,inf,inf,inf,3665.21,3732.33,inf,inf,inf,inf,inf,1869.35,2072.75,inf,0.0,2745.7700000000004,inf,inf,inf,inf,2139.65,2883.15,inf,2474.84,2287.9900000000002,2260.44,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3304.0400000000004,3514.1400000000003,inf,inf,3337.3100000000004,3602.91,inf,3008.44,inf,2716.1200000000003,2916.46,inf,inf,inf,2497.63,2315.57,2356.9,2425.78,2524.48,2239.8,2364.1800000000003,inf,inf,inf,3365.46,inf,2446.46
37,1913.19,1942.59,1969.66,2013.44,2265.61,inf,782.51,988.4599999999999,1057.28,inf,inf,inf,inf,1771.98,1788.85,1907.2599999999998,1796.4299999999998,1813.8,1853.1799999999998,inf,inf,inf,inf,inf,inf,inf,1827.6,1894.7199999999998,inf,inf,inf,inf,inf,2831.75,363.01,inf,962.4,0.0,inf,inf,inf,inf,302.03999999999996,137.38,inf,765.0999999999999,578.25,550.6999999999999,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1594.3000000000002,1804.4,inf,inf,1627.57,1893.1699999999998,inf,1298.6999999999998,inf,1006.3799999999999,1206.72,inf,inf,inf,787.8899999999999,605.8299999999999,647.16,716.04,814.74,530.06,526.5699999999999,inf,inf,inf,1527.85,inf,736.7199999999999
38,2207.8999999999996,2237.2999999999997,2264.37,2308.1499999999996,2560.3199999999997,inf,2113.2499999999995,2319.2,2388.0199999999995,inf,inf,inf,inf,3102.72,3119.5899999999997,3237.9999999999995,3127.1699999999996,3144.5399999999995,3183.9199999999996,inf,inf,inf,inf,inf,inf,inf,3158.3399999999997,3225.4599999999996,inf,inf,inf,inf,inf,3126.46,1693.7499999999998,inf,1257.11,1330.7399999999998,0.0,52.73,37.77,inf,1632.7799999999997,1468.12,inf,1280.2399999999998,1093.3899999999999,1065.84,inf,222.69,310.14,inf,inf,inf,inf,inf,inf,inf,2109.44,2319.54,inf,inf,2142.71,2408.3099999999995,inf,1813.8399999999997,inf,1521.5199999999998,1721.86,inf,548.81,684.92,1303.0299999999997,1120.9699999999998,941.8699999999999,1010.7499999999999,1109.4499999999998,1045.1999999999998,1857.3099999999997,inf,inf,inf,2858.5899999999997,inf,1031.4299999999998
39,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
40,2245.67,2275.0699999999997,2302.1400000000003,2345.92,2598.09,inf,2151.02,2356.97,2425.79,inf,inf,inf,inf,3140.49,3157.3599999999997,3275.7699999999995,3164.9399999999996,3182.3099999999995,3221.6899999999996,inf,inf,inf,inf,inf,inf,inf,3196.1099999999997,3263.2299999999996,inf,inf,inf,inf,inf,3164.23,1731.52,inf,1294.88,1368.51,37.77,90.5,0.0,inf,1670.55,1505.8899999999999,inf,1318.01,1131.16,1103.6100000000001,inf,260.46,347.90999999999997,inf,inf,inf,inf,inf,inf,inf,2147.21,2357.3100000000004,inf,inf,2180.48,2446.08,inf,1851.6100000000001,inf,1559.29,1759.63,inf,586.5799999999999,722.6899999999999,1340.8,1158.74,979.6399999999999,1048.52,1147.22,1082.97,1895.08,inf,inf,inf,2896.3599999999997,inf,1069.2
41,2258.31,2287.71,2314.7799999999997,2358.56,2610.73,inf,2163.66,2369.6099999999997,2438.43,inf,inf,inf,inf,3153.13,3170.0,3288.41,3177.58,3194.95,3234.33,inf,inf,inf,inf,inf,inf,inf,3208.75,3275.87,inf,inf,inf,inf,inf,3176.87,1744.1599999999999,inf,1307.52,1381.1499999999999,50.41,103.13999999999999,88.18,0.0,1683.1899999999998,1518.5299999999997,inf,1330.6499999999999,1143.8,1116.25,inf,273.1,360.55,inf,inf,inf,inf,inf,inf,inf,2159.8500000000004,2369.95,inf,inf,2193.12,2458.72,inf,1864.25,inf,1571.9299999999998,1772.27,inf,599.22,735.33,1353.4399999999998,1171.3799999999999,992.28,1061.1599999999999,1159.86,1095.61,1907.7199999999998,inf,inf,inf,2909.0,inf,1081.84
42,inf,inf,inf,inf,inf,inf,480.47,686.42,755.24,inf,inf,inf,inf,1469.94,1486.81,1605.2199999999998,1494.3899999999999,1511.76,1551.1399999999999,inf,inf,inf,inf,inf,inf,inf,1525.56,1592.6799999999998,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,224.53,inf,inf,inf,1225.81,inf,inf
43,1775.8100000000002,1805.21,1832.2800000000002,1876.0600000000002,2128.23,inf,645.13,851.0799999999999,919.9000000000001,inf,inf,inf,inf,1634.6,1651.47,1769.88,1659.05,1676.42,1715.8,inf,inf,inf,inf,inf,inf,inf,1690.22,1757.3400000000001,inf,inf,inf,inf,inf,2694.37,225.63,inf,825.02,898.6500000000001,inf,inf,inf,inf,164.66,0.0,inf,627.72,440.87,413.32,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1456.9200000000003,1667.0200000000002,inf,inf,1490.19,1755.79,inf,1161.32,inf,869.0,1069.3400000000001,inf,inf,inf,650.51,468.45,509.78,578.66,677.36,392.68,389.19,inf,inf,inf,1390.47,inf,599.34
44,1642.17,1671.57,1698.64,1742.42,1994.5900000000001,inf,1547.52,1753.4699999999998,1822.29,inf,inf,inf,inf,2536.99,2553.8599999999997,2672.2699999999995,2561.4399999999996,2578.8099999999995,2618.1899999999996,inf,inf,inf,inf,inf,inf,inf,2592.6099999999997,2659.7299999999996,inf,inf,inf,inf,inf,2560.73,1128.02,inf,691.38,765.01,inf,inf,inf,inf,1067.05,902.39,0.0,176.3,307.23,500.10999999999996,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1005.5,1215.6,inf,inf,1356.55,1622.1499999999999,inf,1027.68,inf,735.36,935.7,inf,inf,inf,516.87,334.81,376.14,445.02,543.72,479.46999999999997,1291.58,inf,inf,inf,2292.8599999999997,inf,465.7
45,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,829.2,1039.3,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
46,1334.94,1364.34,1391.41,1435.19,1687.3600000000001,inf,1240.29,1446.2399999999998,1515.06,inf,inf,inf,inf,2229.7599999999998,2246.63,2365.04,2254.21,2271.58,2310.96,inf,inf,inf,inf,inf,inf,inf,2285.38,2352.5,inf,inf,inf,inf,inf,2253.5,820.79,inf,384.15,457.78,inf,inf,inf,inf,759.8199999999999,595.16,inf,407.28000000000003,0.0,192.88,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1236.4800000000002,1446.5800000000002,inf,inf,1049.32,1314.9199999999998,inf,720.45,inf,428.13,628.4700000000001,inf,inf,inf,209.64,27.58,68.91,137.79,236.49,172.24,984.3499999999999,inf,inf,inf,1985.6299999999999,inf,158.47
47,1362.49,1391.8899999999999,1418.96,1462.74,1714.91,inf,1267.84,1473.79,1542.61,inf,inf,inf,inf,2257.31,2274.18,2392.5899999999997,2281.7599999999998,2299.1299999999997,2338.5099999999998,inf,inf,inf,inf,inf,inf,inf,2312.93,2380.0499999999997,inf,inf,inf,inf,inf,2281.05,848.3399999999999,inf,411.69999999999993,485.3299999999999,inf,inf,inf,inf,787.3699999999999,622.7099999999999,inf,214.4,27.55,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1043.6000000000001,1253.7,inf,inf,1076.87,1342.4699999999998,inf,748.0,inf,455.68,656.0200000000001,inf,inf,inf,237.19,55.129999999999995,96.46,165.33999999999997,264.03999999999996,199.78999999999996,1011.8999999999999,inf,inf,inf,2013.1799999999998,inf,186.01999999999998
48,2010.67,2040.07,2067.1400000000003,2110.92,2363.09,inf,1916.02,2121.97,2190.79,inf,inf,inf,inf,2905.49,2922.3599999999997,3040.7699999999995,2929.9399999999996,2947.3099999999995,2986.6899999999996,inf,inf,inf,inf,inf,inf,inf,2961.1099999999997,3028.2299999999996,inf,inf,inf,inf,inf,2929.23,1496.52,inf,1059.88,1133.51,301.7,354.43,339.46999999999997,inf,1435.55,1270.8899999999999,inf,1083.01,896.16,868.6099999999999,0.0,79.01,112.91,inf,inf,inf,inf,inf,inf,inf,1912.21,2122.31,inf,inf,1945.48,2211.08,inf,1616.61,inf,1324.29,1524.63,inf,351.58,487.69,1105.8,923.7399999999999,744.64,813.52,912.22,847.9699999999999,1660.08,inf,inf,inf,2661.3599999999997,inf,834.1999999999999
49,1985.21,2014.6100000000001,2041.6800000000003,2085.46,2337.63,inf,1890.56,2096.5099999999998,2165.33,inf,inf,inf,inf,2880.0299999999997,2896.8999999999996,3015.3099999999995,2904.4799999999996,2921.8499999999995,2961.2299999999996,inf,inf,inf,inf,inf,inf,inf,2935.6499999999996,3002.7699999999995,inf,inf,inf,inf,inf,2903.77,1471.06,inf,1034.42,1108.0500000000002,222.69,275.42,260.46,inf,1410.0900000000001,1245.43,inf,1057.55,870.7,843.15,inf,0.0,87.45,inf,inf,inf,inf,inf,inf,inf,1886.7500000000002,2096.8500000000004,inf,inf,1920.02,2185.62,inf,1591.15,inf,1298.83,1499.17,inf,326.12,462.23,1080.34,898.28,719.1800000000001,788.0600000000001,886.7600000000001,822.51,1634.62,inf,inf,inf,2635.8999999999996,inf,808.74
50,1897.7600000000002,1927.1599999999999,1954.23,1998.0100000000002,2250.1800000000003,inf,1803.1100000000001,2009.06,2077.88,inf,inf,inf,inf,2792.58,2809.45,2927.8599999999997,2817.0299999999997,2834.3999999999996,2873.7799999999997,inf,inf,inf,inf,inf,inf,inf,2848.2,2915.3199999999997,inf,inf,inf,inf,inf,2816.32,1383.6100000000001,inf,946.97,1020.6,inf,inf,inf,inf,1322.6399999999999,1157.98,inf,970.1,783.25,755.6999999999999,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,1799.3000000000002,2009.4,inf,inf,1832.57,2098.17,inf,1503.6999999999998,inf,1211.3799999999999,1411.72,inf,238.67,374.78,992.8899999999999,810.8299999999999,631.73,700.61,799.3100000000001,735.06,1547.17,inf,inf,inf,2548.45,inf,721.29
51,2041.96,2071.36,2098.4300000000003,2142.21,2394.38,inf,1947.31,2153.2599999999998,2222.08,inf,inf,inf,inf,2936.7799999999997,2953.6499999999996,3072.0599999999995,2961.2299999999996,2978.5999999999995,3017.9799999999996,inf,inf,inf,inf,inf,inf,inf,2992.3999999999996,3059.5199999999995,inf,inf,inf,inf,inf,2960.52,1527.81,inf,1091.17,1164.8000000000002,335.15999999999997,387.89,372.92999999999995,inf,1466.8400000000001,1302.18,inf,1114.3,927.45,899.9,33.46,112.47,146.37,0.0,inf,inf,inf,inf,inf,inf,1943.5000000000002,2153.6000000000004,inf,inf,1976.77,2242.37,inf,1647.9,232.81,1355.58,1555.92,inf,382.87,518.98,1137.09,955.03,775.9300000000001,844.8100000000001,943.5100000000001,879.26,1691.37,inf,inf,inf,2692.6499999999996,inf,865.49
52,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1653.08,2195.84,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,3720.1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
53,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
54,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,883.47,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2450.19,0.0,336.98,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
55,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,546.49,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2113.21,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
56,2059.23,2088.63,2115.7,2159.48,2411.65,inf,1719.1299999999999,1925.08,1993.8999999999999,inf,inf,inf,inf,2708.6,2725.47,2843.8799999999997,2733.0499999999997,2750.4199999999996,2789.7999999999997,inf,inf,inf,inf,inf,inf,inf,2764.22,2831.3399999999997,inf,inf,inf,inf,inf,2977.79,1299.6299999999999,810.5500000000001,1108.44,936.62,inf,inf,inf,inf,1238.6599999999999,1074.0,inf,1701.7199999999998,1514.87,1487.32,inf,inf,inf,inf,inf,inf,inf,inf,0.0,212.1,2530.92,2741.02,inf,inf,2564.1899999999996,2829.79,inf,2235.3199999999997,inf,1942.9999999999998,2143.34,inf,inf,inf,1724.5099999999998,1542.4499999999998,1583.7799999999997,1652.6599999999999,1751.36,1466.6799999999998,1463.1899999999998,inf,inf,inf,2464.47,inf,1673.34
57,1847.13,1876.53,1903.6,1947.38,2199.55,inf,1507.03,1712.98,1781.8,inf,inf,inf,inf,2496.5,2513.37,2631.7799999999997,2520.95,2538.3199999999997,2577.7,inf,inf,inf,inf,inf,inf,inf,2552.12,2619.24,inf,inf,inf,inf,inf,2765.69,1087.53,598.45,896.34,724.52,inf,inf,inf,inf,1026.56,861.9,inf,1489.62,1302.77,1275.22,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,2318.82,2528.92,inf,inf,2352.09,2617.6899999999996,inf,2023.2199999999998,inf,1730.8999999999999,1931.24,inf,inf,inf,1512.4099999999999,1330.35,1371.6799999999998,1440.56,1539.26,1254.58,1251.09,inf,inf,inf,2252.37,inf,1461.24
58,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,210.1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
59,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
60,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
61,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2277.9300000000003,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3844.65,1394.46,1731.44,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
62,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,265.6,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
63,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
64,2402.17,2431.5699999999997,2458.6400000000003,2502.42,2754.59,inf,2307.52,2513.47,2582.29,inf,inf,inf,inf,3296.99,3313.8599999999997,3432.2699999999995,3321.4399999999996,3338.8099999999995,3378.1899999999996,inf,inf,inf,inf,inf,inf,inf,3352.6099999999997,3419.7299999999996,inf,inf,inf,inf,inf,3320.73,1888.02,inf,1451.38,1525.01,695.3699999999999,748.0999999999999,733.1399999999999,inf,1827.05,1662.3899999999999,inf,1474.51,1287.66,1260.1100000000001,393.66999999999996,472.67999999999995,506.58,360.21,inf,inf,inf,inf,inf,inf,2303.71,2513.8100000000004,inf,inf,2336.98,2602.58,0.0,2008.1100000000001,593.02,1715.79,1916.13,inf,743.0799999999999,879.1899999999999,1497.3,1315.24,1136.1399999999999,1205.02,1303.72,1239.47,2051.58,inf,inf,inf,3052.8599999999997,inf,1225.7
65,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,328.87,594.47,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
66,1809.15,1838.55,1865.6200000000001,1909.4,2161.57,inf,1714.5,1920.4499999999998,1989.27,inf,inf,inf,inf,2703.9700000000003,2720.84,2839.25,2728.42,2745.79,2785.17,inf,inf,inf,inf,inf,inf,inf,2759.59,2826.71,inf,inf,inf,inf,inf,2727.71,1295.0,inf,858.36,931.99,inf,inf,inf,inf,1234.03,1069.37,inf,881.49,694.64,667.0899999999999,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1710.69,1920.79,inf,inf,1743.96,2009.56,inf,1415.09,0.0,1122.77,1323.1100000000001,inf,150.06,286.17,904.28,722.2199999999999,543.12,612.0,710.7,646.4499999999999,1458.56,inf,inf,inf,2459.84,inf,632.68
67,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,621.19,886.79,inf,292.32,inf,0.0,200.34,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
68,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
69,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,616.4100000000001,882.01,inf,287.54,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
70,1659.0900000000001,1688.4899999999998,1715.56,1759.3400000000001,2011.5100000000002,inf,1564.44,1770.3899999999999,1839.21,inf,inf,inf,inf,2553.91,2570.7799999999997,2689.1899999999996,2578.3599999999997,2595.7299999999996,2635.1099999999997,inf,inf,inf,inf,inf,inf,inf,2609.5299999999997,2676.6499999999996,inf,inf,inf,inf,inf,2577.65,1144.94,inf,708.3,781.93,inf,inf,inf,inf,1083.9699999999998,919.31,inf,731.4300000000001,544.5799999999999,517.03,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1560.63,1770.73,inf,inf,1593.9,1859.5,inf,1265.03,inf,972.71,1173.0500000000002,inf,0.0,136.11,754.22,572.16,393.06,461.94,560.64,496.39,1308.5,inf,inf,inf,2309.7799999999997,inf,482.62
71,1522.98,1552.3799999999999,1579.45,1623.23,1875.4,inf,1428.33,1634.2799999999997,1703.1,inf,inf,inf,inf,2417.8,2434.67,2553.08,2442.25,2459.62,2499.0,inf,inf,inf,inf,inf,inf,inf,2473.42,2540.54,inf,inf,inf,inf,inf,2441.54,1008.8299999999999,inf,572.1899999999999,645.8199999999999,inf,inf,inf,inf,947.8599999999999,783.1999999999999,inf,595.3199999999999,408.46999999999997,380.91999999999996,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1424.5200000000002,1634.6200000000001,inf,inf,1457.79,1723.3899999999999,inf,1128.92,inf,836.5999999999999,1036.94,inf,inf,0.0,618.1099999999999,436.04999999999995,256.95,325.83,424.53,360.28,1172.3899999999999,inf,inf,inf,2173.67,inf,346.51
72,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,839.6800000000001,1105.28,inf,510.81,inf,218.49,418.83000000000004,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
